"","","現金","","拍照墊","蝦皮","養小孩","2021/11/09","下午5:48","","-189","TWD",""
"","","現金","","乖寶帽子","","養小孩","2021/11/09","下午5:48","","-209","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/10/09","下午9:52","","-300","TWD",""
"","","現金","","早餐","","餐飲 > 餐飲/外食","2021/09/09","上午9:07","","-85","TWD",""
"","","現金","","點心","","餐飲 > 其他","2021/06/09","下午9:56","","-35","TWD",""
"","","現金","","早餐","","餐飲 > 餐飲/外食","2021/06/09","下午9:53","","-140","TWD",""
"","","現金","","飲料","","餐飲 > 餐飲/外食","2021/06/09","下午9:53","","-60","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/05/09","下午9:53","","-85","TWD",""
"","","現金","","新餘額","","","2021/05/09","上午9:08","","-225","TWD",""
"","","現金","","洗車-自助洗車","","汽機車 > 其他","2021/04/09","上午8:50","","-70","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/04/09","上午8:49","","-310","TWD",""
"","","現金","","計程車","","交通費","2021/03/09","上午9:02","","-270","TWD",""
"","","現金","","享鴨 的退款","民錞","借款代買","2021/03/09","上午8:59","","500","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/03/09","上午8:55","","-200","TWD",""
"","","現金","","涮樂和牛","","餐飲 > 聚餐","2021/02/09","上午8:50","","-700","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/01/09","下午9:26","","-310","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/31/08","上午8:55","","-85","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/30/08","上午4:35","","3,000","TWD",""
"","","現金","","洗車-自助洗車","","汽機車 > 其他","2021/30/08","上午4:35","","-40","TWD",""
"","","現金","","松村","","餐飲 > 其他","2021/28/08","上午10:54","","-200","TWD",""
"","","現金","","網路線材","南一電子","生活 > 日用生活品","2021/28/08","上午10:54","","-868","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/28/08","上午10:54","","2,000","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/27/08","下午2:41","","-40","TWD",""
"","","現金","","打疫苗","郭綜合醫院","養小孩","2021/27/08","下午1:20","","-80","TWD",""
"","","現金","","維他命D","郭綜合醫院","養小孩","2021/27/08","下午1:19","","-1,944","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/27/08","下午1:19","","-100","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/25/08","下午1:24","","-420","TWD",""
"","","現金","","掛號郵資","","生活 > 日用生活品","2021/24/08","上午11:03","","-31","TWD",""
"","","現金","","洗車-自助洗車","","汽機車 > 其他","2021/23/08","下午10:41","","-20","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/20/08","下午1:24","","-200","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/18/08","下午1:29","","-300","TWD",""
"","","現金","","新餘額","","","2021/16/08","下午11:00","","-158","TWD",""
"","","現金","","郵資","郵局","生活 > 日用生活品","2021/16/08","下午10:58","","-44","TWD",""
"","","現金","台新Richart","轉入 台新Richart","","","2021/16/08","下午10:53","","-10,000","TWD",""
"","","現金","","葉胖 同梯聚餐 的退款","烤鴨店","餐飲 > 聚餐","2021/15/08","下午10:48","","1,500","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/14/08","下午10:36","","-20","TWD",""
"","","現金","","生寶寶-月子中心訂金 的退款","郭綜合醫院","其他","2021/14/08","下午10:35","","4,000","TWD",""
"","","現金","","洗車-自助洗車","","汽機車 > 其他","2021/12/08","下午10:59","","-100","TWD",""
"","","現金","","刨冰","","餐飲 > 餐飲/外食","2021/12/08","下午1:50","","-50","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/12/08","下午1:41","","-20","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/11/08","下午1:52","","2,000","TWD",""
"","","現金","","嬰兒用品","","養小孩","2021/11/08","下午1:50","","-1,141","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/11/08","下午1:45","","-20","TWD",""
"","","現金","","點心","","餐飲 > 其他","2021/09/08","下午9:16","","-35","TWD",""
"","","現金","","彌月試吃","","餐飲 > 餐飲/外食","2021/09/08","下午9:16","","-100","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/09/08","下午9:16","","-20","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/08/08","下午1:45","","-20","TWD",""
"","","現金","","新餘額","","","2021/07/08","下午11:36","","-35","TWD",""
"","","現金","","點心","","餐飲 > 其他","2021/07/08","下午11:32","","-56","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/07/08","下午11:32","","-100","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/06/08","下午11:33","","-20","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/06/08","下午11:33","","2,000","TWD",""
"","","現金","","台南市生育補助","","社會保險","2021/06/08","下午10:53","","6,000","TWD",""
"","","現金","","新餘額","","","2021/05/08","下午9:27","","-156","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/05/08","下午9:21","","-65","TWD",""
"","","現金","","鼻鼻乖寶醫療","郭綜合醫院","生活 > 醫療","2021/05/08","下午9:20","","-680","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/03/08","下午9:22","","-100","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/03/08","下午9:21","","-20","TWD",""
"","","現金","","新餘額","","","2021/30/07","下午5:00","","-2,334","TWD",""
"","","現金","","骨科","郭綜合醫院","生活 > 醫療","2021/30/07","下午4:41","","-350","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/30/07","下午4:40","","-70","TWD",""
"","","現金","","早餐","","餐飲 > 餐飲/外食","2021/29/07","上午8:27","","-190","TWD",""
"","","現金","","雜支","","餐飲 > 餐飲/外食","2021/28/07","上午8:18","","-45","TWD",""
"","","現金","","早餐","","餐飲 > 餐飲/外食","2021/28/07","上午8:15","","-110","TWD",""
"","","現金","","名東蛋糕","","餐飲 > 餐飲/外食","2021/27/07","下午4:50","","-106","TWD",""
"","","現金","","停車費","","汽機車 > 停車","2021/26/07","下午4:51","","-100","TWD",""
"","","現金","","鼻鼻掛號","","生活 > 醫療","2021/26/07","下午4:36","","-250","TWD",""
"","","現金","","名東蛋糕","","餐飲 > 餐飲/外食","2021/25/07","下午4:49","","-81","TWD",""
"","","現金","","運機車費用","","其他","2021/23/07","上午8:26","","-1,050","TWD",""
"","","現金","","封箱膠帶","","生活 > 日用生活品","2021/21/07","下午6:32","","-25","TWD",""
"","","現金","","早餐","","餐飲 > 餐飲/外食","2021/21/07","下午6:32","","-70","TWD",""
"","","現金","","95","","汽機車 > 汽油","2021/21/07","下午6:31","","-150","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/20/07","下午4:42","","2,000","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/15/07","下午4:47","","3,000","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/11/07","下午10:17","","-60","TWD",""
"","","現金","","刨冰","","餐飲 > 餐飲/外食","2021/10/07","下午10:19","","-60","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/10/07","下午10:18","","-450","TWD",""
"","","現金","","新餘額","","","2021/10/07","上午12:28","","-100","TWD",""
"","","現金","","押金退款","","汽機車 > 其他","2021/09/07","上午12:26","1000押金","1,000","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/07/07","上午12:24","","-230","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/06/07","上午12:24","","-60","TWD",""
"","","現金","","綠豆湯 *3","","餐飲 > 餐飲/外食","2021/02/07","下午9:23","","-90","TWD",""
"","","現金","","7-11","","餐飲 > 餐飲/外食","2021/01/07","下午9:24","","-10","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/01/07","上午12:26","","-300","TWD",""
"","","現金","","新餘額","","","2021/29/06","下午2:53","","-499","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/29/06","下午2:51","","-40","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/27/06","下午5:38","","-200","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/25/06","下午11:19","","-120","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/24/06","下午9:24","","-180","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/20/06","下午11:20","","2,000","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/16/06","下午11:03","","-130","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/15/06","下午11:03","","-90","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/13/06","上午1:40","","-135","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/11/06","下午4:48","","-200","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/09/06","下午8:32","","-40","TWD",""
"","","現金","","肉粽","","餐飲 > 餐飲/外食","2021/09/06","下午8:31","","-510","TWD",""
"","","現金","","飲料","","餐飲 > 餐飲/外食","2021/08/06","下午8:32","","-30","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/08/06","下午8:30","","1,000","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/08/06","下午8:30","","-60","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/05/06","下午7:13","","-160","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/04/06","下午7:12","","-115","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/01/06","下午7:13","","-200","TWD",""
"","","現金","","團購水餃","","餐飲 > 雜貨","2021/30/05","下午8:41","","-230","TWD",""
"","","現金","中國信託","自動櫃員機提款","","","2021/30/05","下午8:41","","1,000","TWD",""
"","","現金","","刨冰","","餐飲 > 餐飲/外食","2021/29/05","下午9:32","","-45","TWD",""
"","","現金","","水果","","餐飲 > 餐飲/外食","2021/29/05","下午9:30","","-69","TWD",""
"","","現金","","午餐","鬼金棒","餐飲 > 餐飲/外食","2021/28/05","下午9:29","","-300","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/26/05","下午9:39","","-300","TWD",""
"","","現金","","新餘額","","","2021/23/05","下午9:09","","-335","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/23/05","下午9:05","","-670","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/21/05","下午9:08","","-125","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/20/05","下午9:06","","-150","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/19/05","下午9:06","","2,000","TWD",""
"","","現金","","飲料","","餐飲 > 餐飲/外食","2021/18/05","下午9:07","","-40","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/18/05","下午2:02","","-70","TWD",""
"","","現金","","新餘額","","","2021/16/05","上午10:26","","-144","TWD",""
"","","現金","","酒精","","生活 > 日用生活品","2021/15/05","上午10:19","","-80","TWD",""
"","","現金","","刨冰","","餐飲 > 餐飲/外食","2021/15/05","上午10:19","","-60","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/13/05","下午6:00","","-220","TWD",""
"","","現金","","驗車","","汽機車 > 其他","2021/13/05","下午5:59","","-450","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/12/05","下午6:02","","-100","TWD",""
"","","現金","","新餘額","","","2021/10/05","下午10:23","","-223","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/10/05","下午10:16","","-125","TWD",""
"","","現金","","鼻鼻蛋糕","","餐飲 > 餐飲/外食","2021/09/05","下午10:22","","-450","TWD",""
"","","現金","","飲料","","餐飲 > 餐飲/外食","2021/09/05","下午10:16","","-45","TWD",""
"","","現金","","洗車","","汽機車 > 其他","2021/09/05","下午10:15","","-70","TWD",""
"","","現金","","汽車用品","SONAX","汽機車 > 其他","2021/08/05","下午10:27","","-1,185","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/08/05","下午10:25","","2,000","TWD",""
"","","現金","","野柳門票","","旅遊","2021/08/05","下午10:24","","-160","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/07/05","上午12:48","","-400","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/07/05","上午12:47","","2,000","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/07/05","上午12:46","","-289","TWD",""
"","","現金","","點心","","餐飲 > 其他","2021/06/05","上午12:46","","-90","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/05/05","下午8:48","","-80","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/04/05","下午11:06","","-160","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/03/05","下午11:06","","-189","TWD",""
"","","現金","","洗車","","汽機車 > 其他","2021/01/05","下午11:52","","-100","TWD",""
"","","現金","","麥當勞儲值","","餐飲 > 餐飲/外食","2021/29/04","下午11:23","","-100","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/29/04","上午12:11","","-240","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/28/04","上午8:24","","-265","TWD",""
"","","現金","","還錢","Cathy","餐飲 > 餐飲/外食, 借款代買","2021/28/04","上午8:23","","-120","TWD",""
"","","現金","","午餐","","餐飲 > 餐飲/外食","2021/28/04","上午8:23","","-120","TWD",""
"","","現金","","繩子","","生活 > 日用生活品","2021/27/04","上午1:40","","-30","TWD",""
"","","現金","","晚餐","","餐飲 > 餐飲/外食","2021/27/04","上午1:40","","-120","TWD",""
"","","現金","","宜花行 - 花蓮花費","","旅遊","2021/26/04","上午1:45","","-1,524","TWD",""
"","","現金","國泰世華","自動櫃員機提款","","","2021/26/04","上午1:41","","2,000","TWD",""
"","","現金","","新餘額","","","2021/24/04","上午12:29","","-280","TWD",""
